date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-10-22,147215.0,9810.0,,,0.0020174574601772915,-0.0003058103975535168,0.005522535067758041,-0.0007135575942915392
2020-10-23,148285.0,9830.0,,,0.003452810466331726,0.0004069175991861648,0.007033752571062481,0.0001017293997965412
2020-10-24,149488.0,9839.0,,,0.0015185165364443969,0.0007114544160991971,0.007351760676442256,0.0014229088321983943
2020-10-25,150565.0,9864.0,,,0.0003586490884335669,-0.00030413625304136254,0.004954670740211869,-0.0005068937550689375
2020-10-26,151777.0,9881.0,,,-0.0024377870164781225,-0.000708430320817731,0.0007642791727336816,-0.00030361299463617044
2020-10-27,153037.0,9888.0,,,-0.0014636983213209877,0.0005056634304207119,0.005841724550272156,0.0014158576051779936
2020-10-28,154218.0,9924.0,,,0.003456146493924185,-0.0009068923821039903,0.00959032019608606,0.00020153164046755341
2020-10-29,155564.0,9951.0,,,0.0033169627934483558,-0.0004019696512913275,0.008369545653235968,-0.0007034468897598232
2020-10-30,157146.0,9975.0,,,0.0033790233286243366,-0.0003007518796992481,0.008425286039733752,-0.00010025062656641604
2020-10-31,158576.0,9991.0,,,0.005498940571082635,0.0007006305675107597,0.01019700332963374,0.001201080972875588
2020-11-01,159707.0,10013.0,,,0.004332934686644918,-0.00019974033756117049,0.006273989242800879,0.0013981823629281933
2020-11-02,160549.0,10023.0,,,0.0030271132177715214,0.00039908211114436795,0.008234246242580148,9.977052778609199e-05
2020-11-03,161585.0,10035.0,,,0.0069189590617941025,0.0008968609865470852,0.009214964260296438,0.0007972097658196312
2020-11-04,163299.0,10062.0,,,0.005793054458386151,0.0010932220234545816,0.007287246094587229,0.0019876764062810573
2020-11-05,165161.0,10085.0,,,0.004758992740416927,-0.0002974714923153198,0.004964852477279745,0.0004957858205255329
2020-11-06,167274.0,10106.0,,,0.004740724798833053,0.00019790223629527012,0.0017097695995791336,0.001286364535919256
2020-11-07,169576.0,10129.0,,,0.004393310374109544,0.0004936321453253036,0.0053309430579799024,-0.0003949057162602429
2020-11-08,171399.0,10149.0,,,0.0018086453246518358,0.0015765100009853187,0.005087544268052906,0.0003941275002463297
2020-11-09,172727.0,10163.0,,,0.004840007642117329,-0.00029518842861359833,0.002576319857347143,0.0004919807143559973
2020-11-10,174881.0,10184.0,,,0.0021214425809550496,-9.819324430479184e-05,0.0024130694586604606,-9.819324430479184e-05
2020-11-11,177541.0,10222.0,,,0.0013743304363499134,0.0008804539229113677,0.004139888814414698,0.0014674232048522795
2020-11-12,180189.0,10242.0,,,0.00018869076358712242,0.0007810974419058778,-0.014695680646432356,-0.0019527436047646943
2020-11-13,183095.0,10265.0,,,-0.0027690543160654303,0.001071602532878714,0.009568803080368116,0.0007793472966390648
2020-11-14,186142.0,10293.0,,,0.0008541865887333326,-0.0008743806470416788,0.0009132812583941292,0.0012629942679490917
2020-11-15,188275.0,10329.0,,,0.002984995352542823,-0.0011617775196049957,0.001922719426371,0.000968147933004163
2020-11-16,190439.0,10340.0,,,-0.0020531508777088727,0.0007736943907156673,-0.005230021161631808,0.0014506769825918763
2020-11-17,192964.0,10360.0,,,0.0002642980037727244,0.0,0.0028399079621069215,0.0009652509652509653
2020-11-18,195868.0,10407.0,,,0.0025067902873363696,0.0005765350245027386,0.010838932342189639,-9.608917075045643e-05
2020-11-19,198550.0,10435.0,,,-0.013507932510702593,-0.0026832774317201726,0.020110803324099723,0.0021082894106372783
